PC,metabolite,loading,low,high
2,(5E)-isovitamin D3,-0.0297665693419748,-0.133336256800006,0.069160599629361
2,1,5-anhydroglucitol,-0.0688715950998163,-0.135539793184855,0.0803239666614825
2,1-monopalmitin,0.0963639573731976,-0.00898220126782702,0.138120914970837
2,1-monostearin,0.242911123705541,0.0940712791864329,0.266520276941093
2,2,3-dihydroxypyridine,-0.0470955318477188,-0.124025998447363,0.0485761348786459
2,2,4-diaminobutyric acid,-0.0400943545658945,-0.156421118638835,0.0448817329248934
2,2,5-dihydroxypyrazine ,-0.0697624260793198,-0.105099242121129,0.00539366374849777
2,2-aminobutyric acid,-0.064413820857998,-0.146287340344795,0.0684481385945872
2,2-hydroxyglutaric acid,-0.0344321602676091,-0.0804759720246577,0.052044065340911
2,2-ketoisocaproic acid,-0.00707255829636115,-0.102353697999353,0.121777849436508
2,2-picolinic acid,0.027080860778739,-0.0645878154836761,0.0929967637415694
2,3-Amino-2-piperidone ,-0.124658598532179,-0.154702104616902,-0.0253176093520431
2,3-aminoisobutyric acid,0.132479236759003,-0.0567805104493482,0.177906096023129
2,3-phosphoglycerate,0.16409127788133,0.0466102733936309,0.16690370361753
2,4-hydroxymandelic acid,-0.0488307182188926,-0.154036361631021,0.0357906234417193
2,5-hydroxynorvaline ,0.0153427223474833,-0.100477274056428,0.0770989656527731
2,5-methoxytryptamine,-0.0512635172778021,-0.143205932689401,0.0728541707717971
2,6-Oxopiperidine-2-carboxylic acid ,0.0731945653494485,-0.024821206688951,0.138120034245608
2,6-deoxygalactofuranose ,-0.0202363495976334,-0.100381083624383,0.0696490097504777
2,N-acetylmannosamine,0.124726945652105,0.00854418408752261,0.182353681417299
2,N-alpha-acetyllysine ,0.00358988981339501,-0.122988273074679,0.0814328990111764
2,N-methyl-UMP,-0.0414212956374066,-0.119282212011439,0.0716082892513719
2,UDP-N-acetylglucosamine,0.112748345267284,0.0108050081939041,0.127561819657657
2,adenine,-0.0405809755297109,-0.123614316265673,0.121470978511161
2,adenosine,0.0553479037434119,-0.0879399501064408,0.126181215863922
2,adenosine-5-monophosphate,0.000673338171971377,-0.114126073598776,0.0758509566999347
2,adipic acid,-0.0512040395929113,-0.134583125515395,0.071185583520366
2,agmatine,-0.116674967593625,-0.133918136615688,0.0572388254423249
2,alanine,0.0100243814588614,-0.0521283908242578,0.0706610572871747
2,alanine-alanine,0.0112920856076161,-0.0933643993577945,0.117194806553512
2,alpha-aminoadipic acid,0.0911961434694365,-0.0619804328754497,0.151792920880778
2,alpha-ketoglutarate,-0.123544710729671,-0.208655819624479,0.0377496428646652
2,aminomalonic acid,0.00593515805145201,-0.0719593623183318,0.0545719906667655
2,arachidonic acid,0.0375013596750156,-0.0686964864135985,0.114498385653175
2,asparagine,0.0201933764276062,-0.0927201629347693,0.0828746852813765
2,aspartic acid,0.0767243621180476,-0.131124226748651,0.144688098603578
2,azelaic acid,0.0368250770555007,-0.0775136693552592,0.12947199908071
2,behenic acid,0.0615229275023975,-0.0416204040235249,0.134646000099409
2,beta-alanine,-0.0127886542354375,-0.110061435754467,0.0672034534916321
2,beta-gentiobiose,-0.06840419848234,-0.16111851716097,0.0718316445446565
2,beta-glutamic acid,0.0312341024971159,-0.0633173005944106,0.115152402407469
2,beta-glycerolphosphate,0.00249795152786303,-0.114995550277168,0.116369969240733
2,beta-sitosterol,0.0886349221825391,-0.017882432357754,0.170046314704973
2,bisphosphoglycerol ,-0.147013323032664,-0.207599091202002,-0.0318071201628341
2,butyrolactam ,0.0275275530403699,-0.0862666200221839,0.0893480038407756
2,cadaverine,-0.00983746470952631,-0.0626436766990414,0.0706871767045854
2,campesterol ,-0.0259444120210971,-0.120166220194825,0.0676155431513582
2,capric acid,-0.057310680233846,-0.146140084547943,0.0995126925203796
2,cholesterol,0.0631931523933727,-0.063484893458555,0.134708182347737
2,ciliatine,-0.106924476164975,-0.152070470534608,-0.00135300654843239
