PC,metabolite,loading,low,high
3,(5E)-isovitamin D3,0.00122501667932955,-0.0527512960844245,0.0510148578516956
3,1,5-anhydroglucitol,-0.111582063884738,-0.147927337041983,-0.0192985874171504
3,1-monopalmitin,0.0671981263036512,-0.00402037597568231,0.114001591500676
3,1-monostearin,0.0945104297368144,0.0206560949850801,0.155534076017989
3,2,3-dihydroxypyridine,0.0807532083512652,0.0114051787130946,0.135451220534074
3,2,4-diaminobutyric acid,0.0199187322263258,-0.0599728742622893,0.105974292551176
3,2,5-dihydroxypyrazine ,-0.0406434216644173,-0.0845406399343332,0.0166790341679775
3,2-aminobutyric acid,0.0265047179149313,-0.0413238464941944,0.109530872023956
3,2-hydroxyglutaric acid,-0.0297621053917377,-0.0901421440594933,0.0461389426244182
3,2-ketoisocaproic acid,0.0191983795817321,-0.139612145378583,0.0877008281320112
3,2-picolinic acid,-0.0515877275840354,-0.127172654044243,0.0190683582787376
3,3-Amino-2-piperidone ,0.0691185100083542,0.0111089260852357,0.119817828209064
3,3-aminoisobutyric acid,-0.0108246116577779,-0.0921315917850007,0.0676086154429358
3,3-phosphoglycerate,-0.129600207749634,-0.207195050547809,-0.0293494049387002
3,4-hydroxymandelic acid,-0.00562859476207513,-0.0857581360682065,0.0940160255572374
3,5-hydroxynorvaline ,0.139688996652397,0.0508277577673665,0.198191929397424
3,5-methoxytryptamine,0.00353365031829844,-0.0635626006050234,0.0828763124881188
3,6-Oxopiperidine-2-carboxylic acid ,0.133114398237947,-0.0133792807189879,0.19817368973965
3,6-deoxygalactofuranose ,0.0988720955663175,0.0482285608536236,0.129448805615458
3,N-acetylmannosamine,-8.40668481541372e-06,-0.0723578905561596,0.102457155086581
3,N-alpha-acetyllysine ,-0.0243677900294315,-0.0989998806324191,0.0731828640685438
3,N-methyl-UMP,0.0015759854762826,-0.0745479020866084,0.0790398285109892
3,UDP-N-acetylglucosamine,-0.0731512934606891,-0.104646077531522,-0.024121538018701
3,adenine,0.0207966610279096,-0.008401999968302,0.0455847128064519
3,adenosine,-0.058230111255094,-0.0938966072266652,-0.0124101531971516
3,adenosine-5-monophosphate,-0.0373020427118519,-0.103202898030904,0.0329261052198769
3,adipic acid,-0.00017692746184707,-0.12455374668401,0.111427883790963
3,agmatine,0.035535708934447,-0.0770630653303615,0.0843400368224981
3,alanine,0.0284289844258475,-0.0489771411008908,0.0841350492732597
3,alanine-alanine,0.103148299874729,-0.00875682200688438,0.156505718290653
3,alpha-aminoadipic acid,0.0929779180249382,0.00112377493409251,0.155047960983138
3,alpha-ketoglutarate,-0.00410956413756496,-0.0719961180316742,0.067181237618546
3,aminomalonic acid,0.140275620715459,0.0638512716771357,0.184681282704296
3,arachidonic acid,0.112251135949966,0.0391737451828992,0.137820140695245
3,asparagine,0.0443244180075071,-0.0148925736116357,0.1015408980033
3,aspartic acid,-0.0181898657402947,-0.0997579234771543,0.0622888160266065
3,azelaic acid,-0.0455771569543448,-0.140745352687372,0.0349995388326153
3,behenic acid,0.0999862914007765,0.0325759852243594,0.128538998227463
3,beta-alanine,-0.0230608888388933,-0.0933909736819699,0.0553277209376787
3,beta-gentiobiose,-0.0349361987527701,-0.132269329221248,0.0504392929221645
3,beta-glutamic acid,0.035407124525657,-0.0413657657752721,0.0999772455128663
3,beta-glycerolphosphate,0.0877330174953765,-0.0227811325843703,0.151434097993821
3,beta-sitosterol,0.0922917242559018,-0.029550241583126,0.136753133703706
3,bisphosphoglycerol ,0.00577231476374069,-0.0685082678165122,0.0918924083897489
3,butyrolactam ,0.0509940103489398,-0.000251023407785398,0.0995712022982148
3,cadaverine,-0.0664750170552413,-0.10931946655269,0.00577381002437208
3,campesterol ,0.0415925193497973,-0.0573469279888192,0.0914403992609824
3,capric acid,0.121026332728628,0.0339195276806799,0.178089828589155
3,cholesterol,0.0946994208548594,0.0159453203323839,0.134066381138776
3,ciliatine,0.0418339486403177,-0.022116687183745,0.0892033527983828
3,citric acid,-0.107987814864797,-0.152660895675613,-0.0264638015790303
3,citrulline,0.0894777832953332,0.0252769312892939,0.125916174177649
3,conduritol-beta-epoxide,-0.0802288315151415,-0.114660537253243,-0.0151168615336788
3,creatinine,-0.0531406068168704,-0.103486407164844,0.00290416298783322
3,cyanoalanine,0.0568203163386228,-0.0367812663817972,0.100920874255117
3,cysteine,-0.0245890321113089,-0.0984862255284675,0.0583343019268199
3,cystine,-0.0088239040602362,-0.0913980942711255,0.0508117424865958
3,cytidine-5-monophosphate,-0.0331810653703354,-0.0633190013901597,0.0269456823001576
3,cytosine,0.0175189413673745,-0.0373894847199231,0.0579879215632307
3,dehydroascorbic acid,-0.111009867664103,-0.138936529521166,-0.0370361218050735
3,dehydrocholesterol,0.075550469688553,-0.0228831921961814,0.126670198312799
3,diphenoxyethane,0.0236807991403544,-0.0374481677761957,0.0843516611985698
3,docosahexaenoic acid,0.0499731771547414,-0.0194380681446516,0.10215504161938
3,dopamine ,0.00612916631965897,-0.0662097185454766,0.114946443903855
3,erythritol,0.0566991080097421,-0.0348312443794883,0.105909376190611
3,erythronic acid lactone,0.102457693594478,0.00711830849339394,0.15168844716349
3,ethanol phosphate ,0.111746884200312,0.00596411929879343,0.151683560642034
3,ethanolamine,0.154475506738743,0.0741245320335101,0.180138769651154
3,fructose,-0.0652076707139734,-0.114577044656081,0.0150088774553182
3,fructose-1-phosphate,-0.0968831961220798,-0.137902757052662,0.0146575816062156
3,fructose-6-phosphate,-0.0884645949439899,-0.0994368147269148,-0.0506042799863787
3,fumaric acid,0.0402234974379603,-0.0297075457907273,0.105820608504179
3,galactinol,0.106970990996295,0.0198228446510697,0.173858760101991
3,galactose-6-phosphate,-0.0353785665111813,-0.101164009029561,0.0484961480931432
3,gluconic acid,-0.0370097050331998,-0.106368031130042,0.0527777803191497
3,gluconic acid lactone,0.0179264130715258,-0.044821140896394,0.0818631927654353
3,glucosamine,-0.0154695502788047,-0.0733645362568497,0.0562462197295077
3,glucose,-0.10748236195912,-0.152099098721518,-0.0158914546633552
3,glucose-1-phosphate,-0.0465306398218646,-0.0878905875121387,0.00530137338038396
3,glucose-6-phosphate,-0.0874302079211201,-0.100602625490012,-0.0427986320692964
3,glutamic acid,-0.011628561167076,-0.0855590198733394,0.0589469380813895
3,glutamine,-0.0213169728154087,-0.092360044739389,0.077849784841222
3,glutaric acid,0.0937849083488502,-0.00782221378534476,0.138311815965561
3,glutathione,-0.0755766258794213,-0.114418591678757,0.0274790742786226
3,glyceric acid,0.0332156274181248,-0.0520600218348701,0.0806400042270091
3,glycerol,0.0200525155157046,-0.0261171897028171,0.0678807468450935
3,glycerol-3-galactoside,0.0735271519713627,-0.00648414039677297,0.132669738532714
3,glycerol-alpha-phosphate,0.224239386667878,0.113693324727613,0.262858298113884
3,glycine,0.128225555731553,0.0540317108833042,0.156107620406069
