PC	metabolite	loading	cum_var	PubChem	KEGG
1	pyrophosphate	0.178181983685124	0.0317488193099657	1023	C00013
1	adenine	0.175946151102645	0.0627058673978005	190	C00147
1	glucose-1-phosphate	0.169630837175249	0.0914804883185763	65533	C00103
1	UDP-N-acetylglucosamine	0.167153276980355	0.119420706323848	445675	C00043
1	cytidine-5-monophosphate	0.164216765306864	0.146387852331697	6131	C00055
1	fructose-6-phosphate	0.162979326751698	0.172950113280134	440641	C05345
1	glucose-6-phosphate	0.159665113354146	0.198443061702526	5958	C00092
1	2,5-dihydroxypyrazine 	0.152697517432279	0.221759593532508	23368901	
1	adenosine	0.151312623134973	0.244655103452494	60961	C00212
1	glycerol	0.135049724876304	0.262893531641659	753	C00116
1	cytosine	0.134766174677892	0.281055453478971	597	C00380
1	levoglucosan	0.133817026183131	0.298962449975468	2724705	C22350
1	fructose	0.130016636764975	0.315866775811143	439709	C02336
1	alpha-ketoglutarate	0.12692550234433	0.331976858956504	51	C00026
1	2-hydroxyglutaric acid	0.125535838030848	0.347736105586611	43	C02630
1	fructose-1-phosphate	0.119952763457828	0.362124771047781	439394	C01094
1	saccharic acid	0.118690409250672	0.376212184295873	33037	C00818
1	citric acid	0.117274304580508	0.389965446810714	311	C00158
1	galactose-6-phosphate	0.117193730948151	0.403699817384262	439404	C01113
1	ethanolamine	-0.116482354200081	0.417267956224255	700	C00189
1	phenylalanine	-0.115988978244836	0.430721399298536	6140	C00079
1	2,4-diaminobutyric acid	0.11459907257882	0.443854346734462	134490	C03283
1	isomaltose	0.111330117539041	0.456248741805719	439193	C00252
1	glutathione	0.110650721882826	0.468492324058909	124886	C00051
1	nicotinamide	0.110369146552164	0.480673672569562	936	C00153
1	maleimide	0.107473697892205	0.492224268308187	10935	C07272
