PC	metabolite	loading	cum_var	PubChem	KEGG
3	2,3-dihydroxypyridine	0.172557515348651	0.0297760961032999	28115	
3	malic acid	-0.15852183125729	0.0549052670884646	525	C00711
3	phenol 	0.149120322368585	0.0771421376317752	NA	
3	propylamine	0.146433813986642	0.0985849995104496	7852	
3	methionine sulfoxide	0.14437241848369	0.119428394729279	158980	C02989
3	parabanic acid 	0.140130455697938	0.139064939343391	67126	C00802
3	lactic acid	0.139074814652522	0.158406743414024	612	C01432
3	homocysteine 	0.136318380070695	0.176989444159123	6971015	C00155
3	hypotaurine	-0.132021689094253	0.194419170550422	107812	C00519
3	beta-gentiobiose	-0.131621567173379	0.211743407495599	441422	C08240
3	uric acid	-0.126863761838178	0.227837821563332	1175	C00366
3	nicotinic acid	0.125945350211855	0.243700052803319	938	C00253
3	diphenoxyethane	0.123846843532632	0.259038093456315	7713	
3	2,4-diaminobutyric acid	0.122636200249456	0.27407773106794	134490	C03283
3	gluconic acid lactone	-0.121250511844649	0.28877941769053	7027	C00198
3	panose 	-0.120364099077189	0.303266934037193	94448	
3	maltotriose	-0.119955670535771	0.317656296930879	439586	C01835
3	uracil	0.118193274377803	0.331625947039026	1174	C00106
3	1-monopalmitin	-0.118149563073249	0.345585266293425	14900	
3	ethanol phosphate 	0.116724101523614	0.35920978216992	74190	
3	trehalose-6-phosphate	-0.116341067521713	0.372745026162012	122336	C00689
3	homoserine	0.116204837846275	0.386248590500891	12647	C00263
3	hexadecylglycerol 	-0.115684561302598	0.399631508224666	72733	C13859
3	cyanoalanine	0.114598899125022	0.412764415905333	18647689	
3	nicotinamide	-0.112158720199522	0.425343994422127	936	C00153
3	indole-3-butyric acid 	0.111978503156425	0.437883179591281	8617	
3	pipecolinic acid	0.110746270071094	0.45014791592594	6931662	C00408
3	terephthalic acid	0.105790690400192	0.46133958610129	22416364	C06337
3	aminomalonic acid	0.105186130431885	0.472403708136523	100714	C00872
3	sarcosine	0.104780370422	0.483382634162295	7311726	C00213
3	dopamine 	-0.104465698636601	0.494295716353928	661	
